,Date,Advances,Unchanged,Declines,Total,pct_Adv,pct_Unc,pct_Dec,MA20,MA60,MA200,pct_MA20,pct_MA60,pct_MA200,RSI>70,RSI<30,pct_RSI>70,pct_RSI<30,MACD>0,MACD>Signal,pct_MACD>0,pct_MACD>Signal,New_High_20d,New_High_60d,New_High_250d,New_Low_20d,New_Low_60d,New_Low_250d,pct_New_High_20d,pct_New_High_60d,pct_New_High_250d,pct_New_Low_20d,pct_New_Low_60d,pct_New_Low_250d
189,2020-09-02,54,16,10,80,67.5,20.0,12.5,41,36,0,51.25,45.0,0.0,5,0,6.25,0.0,37,50,46.25,62.5,6,4,0,5,2,0,7.5,5.0,0.0,6.25,2.5,0.0
190,2020-09-03,27,19,34,80,33.75,23.75,42.5,40,36,0,50.0,45.0,0.0,8,3,10.0,3.75,39,51,48.75,63.75,9,7,0,1,1,0,11.25,8.75,0.0,1.25,1.25,0.0
191,2020-09-08,7,5,68,80,8.75,6.25,85.0,28,34,0,35.0,42.5,0.0,7,2,8.75,2.5,38,44,47.5,55.0,3,3,0,8,3,0,3.75,3.75,0.0,10.0,3.75,0.0
192,2020-09-09,29,20,31,80,36.25,25.0,38.75,29,35,0,36.25,43.75,0.0,6,2,7.5,2.5,37,43,46.25,53.75,2,2,0,20,11,0,2.5,2.5,0.0,25.0,13.75,0.0
193,2020-09-10,23,23,34,80,28.75,28.75,42.5,32,33,0,40.0,41.25,0.0,6,3,7.5,3.75,37,41,46.25,51.25,4,3,0,4,1,0,5.0,3.75,0.0,5.0,1.25,0.0
194,2020-09-11,13,16,51,80,16.25,20.0,63.75,24,34,0,30.0,42.5,0.0,4,3,5.0,3.75,35,30,43.75,37.5,6,5,0,9,5,0,7.5,6.25,0.0,11.25,6.25,0.0
195,2020-09-14,19,14,47,80,23.75,17.5,58.75,25,32,0,31.25,40.0,0.0,1,8,1.25,10.0,33,28,41.25,35.0,2,2,0,19,11,0,2.5,2.5,0.0,23.75,13.75,0.0
196,2020-09-15,49,15,16,80,61.25,18.75,20.0,28,35,0,35.0,43.75,0.0,2,6,2.5,7.5,34,28,42.5,35.0,4,2,0,13,10,0,5.0,2.5,0.0,16.25,12.5,0.0
197,2020-09-16,35,15,30,80,43.75,18.75,37.5,34,39,0,42.5,48.75,0.0,3,6,3.75,7.5,35,34,43.75,42.5,4,2,0,8,6,0,5.0,2.5,0.0,10.0,7.5,0.0
198,2020-09-17,19,20,41,80,23.75,25.0,51.25,30,36,0,37.5,45.0,0.0,3,6,3.75,7.5,34,36,42.5,45.0,3,3,0,7,5,0,3.75,3.75,0.0,8.75,6.25,0.0
199,2020-09-18,24,19,37,80,30.0,23.75,46.25,31,35,0,38.75,43.75,0.0,4,6,5.0,7.5,32,35,40.0,43.75,2,1,0,7,4,0,2.5,1.25,0.0,8.75,5.0,0.0
200,2020-09-21,30,26,24,80,37.5,32.5,30.0,30,35,40,37.5,43.75,50.0,4,6,5.0,7.5,33,35,41.25,43.75,6,3,0,2,1,0,7.5,3.75,0.0,2.5,1.25,0.0
201,2020-09-22,21,15,44,80,26.25,18.75,55.0,26,30,39,32.5,37.5,48.75,3,7,3.75,8.75,31,37,38.75,46.25,5,2,0,13,9,0,6.25,2.5,0.0,16.25,11.25,0.0
202,2020-09-23,30,20,30,80,37.5,25.0,37.5,31,34,40,38.75,42.5,50.0,7,9,8.75,11.25,31,33,38.75,41.25,7,4,0,11,4,0,8.75,5.0,0.0,13.75,5.0,0.0
203,2020-09-24,18,17,45,80,22.5,21.25,56.25,27,32,38,33.75,40.0,47.5,3,9,3.75,11.25,30,33,37.5,41.25,4,4,0,17,13,0,5.0,5.0,0.0,21.25,16.25,0.0
204,2020-09-25,26,21,33,80,32.5,26.25,41.25,30,36,42,37.5,45.0,52.5,3,9,3.75,11.25,32,30,40.0,37.5,6,4,0,8,6,0,7.5,5.0,0.0,10.0,7.5,0.0
205,2020-09-28,47,18,15,80,58.75,22.5,18.75,35,41,43,43.75,51.25,53.75,3,7,3.75,8.75,36,35,45.0,43.75,3,1,0,4,3,0,3.75,1.25,0.0,5.0,3.75,0.0
206,2020-09-29,28,16,36,80,35.0,20.0,45.0,38,42,43,47.5,52.5,53.75,4,6,5.0,7.5,37,40,46.25,50.0,5,3,0,6,3,0,6.25,3.75,0.0,7.5,3.75,0.0
207,2020-09-30,14,10,56,80,17.5,12.5,70.0,32,41,40,40.0,51.25,50.0,2,7,2.5,8.75,37,42,46.25,52.5,7,6,0,11,8,0,8.75,7.5,0.0,13.75,10.0,0.0
208,2020-10-01,37,18,25,80,46.25,22.5,31.25,34,39,39,42.5,48.75,48.75,4,7,5.0,8.75,37,36,46.25,45.0,3,1,0,8,6,0,3.75,1.25,0.0,10.0,7.5,0.0
209,2020-10-02,26,16,38,80,32.5,20.0,47.5,35,38,39,43.75,47.5,48.75,4,9,5.0,11.25,38,38,47.5,47.5,4,1,0,9,7,0,5.0,1.25,0.0,11.25,8.75,0.0
210,2020-10-05,46,18,16,80,57.5,22.5,20.0,40,40,41,50.0,50.0,51.25,5,8,6.25,10.0,40,41,50.0,51.25,8,6,0,8,7,0,10.0,7.5,0.0,10.0,8.75,0.0
211,2020-10-06,38,14,28,80,47.5,17.5,35.0,43,41,42,53.75,51.25,52.5,5,2,6.25,2.5,40,46,50.0,57.5,9,5,0,2,1,0,11.25,6.25,0.0,2.5,1.25,0.0
212,2020-10-07,43,16,21,80,53.75,20.0,26.25,53,45,45,66.25,56.25,56.25,7,2,8.75,2.5,42,53,52.5,66.25,11,7,0,3,2,0,13.75,8.75,0.0,3.75,2.5,0.0
213,2020-10-08,39,14,27,80,48.75,17.5,33.75,54,47,45,67.5,58.75,56.25,7,1,8.75,1.25,44,57,55.0,71.25,15,5,0,3,1,0,18.75,6.25,0.0,3.75,1.25,0.0
214,2020-10-09,19,15,46,80,23.75,18.75,57.5,49,45,43,61.25,56.25,53.75,8,1,10.0,1.25,43,56,53.75,70.0,11,5,0,2,2,0,13.75,6.25,0.0,2.5,2.5,0.0
215,2020-10-12,42,17,21,80,52.5,21.25,26.25,50,45,43,62.5,56.25,53.75,11,1,13.75,1.25,43,57,53.75,71.25,11,8,0,2,2,0,13.75,10.0,0.0,2.5,2.5,0.0
216,2020-10-14,19,23,38,80,23.75,28.75,47.5,52,42,44,65.0,52.5,55.0,6,2,7.5,2.5,44,53,55.0,66.25,5,3,0,3,3,0,6.25,3.75,0.0,3.75,3.75,0.0
217,2020-10-15,10,10,60,80,12.5,12.5,75.0,39,43,42,48.75,53.75,52.5,3,4,3.75,5.0,45,50,56.25,62.5,5,1,0,10,8,0,6.25,1.25,0.0,12.5,10.0,0.0
218,2020-10-16,9,16,55,80,11.25,20.0,68.75,32,33,40,40.0,41.25,50.0,1,6,1.25,7.5,43,42,53.75,52.5,2,2,0,16,9,0,2.5,2.5,0.0,20.0,11.25,0.0
219,2020-10-19,3,5,72,80,3.75,6.25,90.0,10,23,35,12.5,28.75,43.75,2,15,2.5,18.75,38,22,47.5,27.5,1,1,0,40,28,0,1.25,1.25,0.0,50.0,35.0,0.0
220,2020-10-20,41,22,17,80,51.25,27.5,21.25,11,29,35,13.75,36.25,43.75,1,15,1.25,18.75,33,16,41.25,20.0,3,3,0,16,11,0,3.75,3.75,0.0,20.0,13.75,0.0
221,2020-10-21,44,17,19,80,55.0,21.25,23.75,14,26,36,17.5,32.5,45.0,1,12,1.25,15.0,29,13,36.25,16.25,2,1,0,4,4,0,2.5,1.25,0.0,5.0,5.0,0.0
222,2020-10-22,33,15,32,80,41.25,18.75,40.0,18,27,35,22.5,33.75,43.75,2,11,2.5,13.75,28,13,35.0,16.25,3,2,0,8,8,0,3.75,2.5,0.0,10.0,10.0,0.0
223,2020-10-26,32,22,26,80,40.0,27.5,32.5,22,28,36,27.5,35.0,45.0,1,9,1.25,11.25,26,14,32.5,17.5,2,0,0,6,5,0,2.5,0.0,0.0,7.5,6.25,0.0
224,2020-10-27,27,23,30,80,33.75,28.75,37.5,20,28,36,25.0,35.0,45.0,2,11,2.5,13.75,26,17,32.5,21.25,1,0,0,9,7,0,1.25,0.0,0.0,11.25,8.75,0.0
225,2020-10-28,29,26,25,80,36.25,32.5,31.25,20,28,36,25.0,35.0,45.0,2,8,2.5,10.0,25,19,31.25,23.75,3,3,0,5,4,0,3.75,3.75,0.0,6.25,5.0,0.0
226,2020-10-29,21,25,34,80,26.25,31.25,42.5,22,28,37,27.5,35.0,46.25,2,12,2.5,15.0,26,21,32.5,26.25,2,1,0,12,11,0,2.5,1.25,0.0,15.0,13.75,0.0
227,2020-10-30,12,19,49,80,15.0,23.75,61.25,19,26,35,23.75,32.5,43.75,2,12,2.5,15.0,24,22,30.0,27.5,3,3,0,7,5,0,3.75,3.75,0.0,8.75,6.25,0.0
228,2020-11-02,36,19,25,80,45.0,23.75,31.25,18,27,38,22.5,33.75,47.5,3,10,3.75,12.5,25,26,31.25,32.5,3,2,0,7,5,0,3.75,2.5,0.0,8.75,6.25,0.0
229,2020-11-03,57,13,10,80,71.25,16.25,12.5,33,33,39,41.25,41.25,48.75,3,4,3.75,5.0,26,38,32.5,47.5,3,2,0,2,2,0,3.75,2.5,0.0,2.5,2.5,0.0
230,2020-11-04,21,24,35,80,26.25,30.0,43.75,31,33,38,38.75,41.25,47.5,2,6,2.5,7.5,27,42,33.75,52.5,4,1,0,2,2,0,5.0,1.25,0.0,2.5,2.5,0.0
231,2020-11-05,64,6,10,80,80.0,7.5,12.5,48,38,40,60.0,47.5,50.0,3,3,3.75,3.75,30,49,37.5,61.25,5,2,0,0,0,0,6.25,2.5,0.0,0.0,0.0,0.0
232,2020-11-06,19,20,41,80,23.75,25.0,51.25,46,38,39,57.5,47.5,48.75,4,2,5.0,2.5,35,56,43.75,70.0,4,3,0,1,0,0,5.0,3.75,0.0,1.25,0.0,0.0
233,2020-11-09,51,14,15,80,63.75,17.5,18.75,57,42,43,71.25,52.5,53.75,7,2,8.75,2.5,36,61,45.0,76.25,6,2,0,2,2,0,7.5,2.5,0.0,2.5,2.5,0.0
234,2020-11-10,45,11,24,80,56.25,13.75,30.0,59,49,47,73.75,61.25,58.75,9,1,11.25,1.25,37,62,46.25,77.5,17,4,0,4,2,0,21.25,5.0,0.0,5.0,2.5,0.0
235,2020-11-11,42,19,19,80,52.5,23.75,23.75,60,49,49,75.0,61.25,61.25,7,1,8.75,1.25,43,60,53.75,75.0,12,5,0,0,0,0,15.0,6.25,0.0,0.0,0.0,0.0
236,2020-11-12,26,13,41,80,32.5,16.25,51.25,59,45,48,73.75,56.25,60.0,6,1,7.5,1.25,50,61,62.5,76.25,6,2,0,2,1,0,7.5,2.5,0.0,2.5,1.25,0.0
237,2020-11-13,43,17,20,80,53.75,21.25,25.0,63,48,49,78.75,60.0,61.25,9,1,11.25,1.25,50,62,62.5,77.5,11,2,0,1,1,0,13.75,2.5,0.0,1.25,1.25,0.0
238,2020-11-16,44,12,24,80,55.0,15.0,30.0,64,55,53,80.0,68.75,66.25,12,1,15.0,1.25,56,62,70.0,77.5,24,9,0,1,1,0,30.0,11.25,0.0,1.25,1.25,0.0
239,2020-11-17,35,19,26,80,43.75,23.75,32.5,62,58,53,77.5,72.5,66.25,16,1,20.0,1.25,58,62,72.5,77.5,22,11,0,1,0,0,27.5,13.75,0.0,1.25,0.0,0.0
240,2020-11-18,40,19,21,80,50.0,23.75,26.25,63,60,56,78.75,75.0,70.0,16,1,20.0,1.25,59,63,73.75,78.75,11,7,0,0,0,0,13.75,8.75,0.0,0.0,0.0,0.0
241,2020-11-19,52,18,10,80,65.0,22.5,12.5,65,62,58,81.25,77.5,72.5,23,1,28.75,1.25,62,67,77.5,83.75,27,13,0,0,0,0,33.75,16.25,0.0,0.0,0.0,0.0
242,2020-11-20,48,20,12,80,60.0,25.0,15.0,69,65,60,86.25,81.25,75.0,27,1,33.75,1.25,66,65,82.5,81.25,28,10,0,0,0,0,35.0,12.5,0.0,0.0,0.0,0.0
243,2020-11-23,50,17,13,80,62.5,21.25,16.25,70,68,60,87.5,85.0,75.0,35,1,43.75,1.25,68,68,85.0,85.0,34,19,0,1,0,0,42.5,23.75,0.0,1.25,0.0,0.0
244,2020-11-24,18,9,53,80,22.5,11.25,66.25,69,66,60,86.25,82.5,75.0,22,1,27.5,1.25,68,69,85.0,86.25,26,13,0,0,0,0,32.5,16.25,0.0,0.0,0.0,0.0
245,2020-11-25,36,19,25,80,45.0,23.75,31.25,68,65,60,85.0,81.25,75.0,18,1,22.5,1.25,67,69,83.75,86.25,10,5,0,1,0,0,12.5,6.25,0.0,1.25,0.0,0.0
246,2020-11-26,45,19,16,80,56.25,23.75,20.0,71,66,64,88.75,82.5,80.0,26,1,32.5,1.25,69,69,86.25,86.25,18,11,0,1,0,0,22.5,13.75,0.0,1.25,0.0,0.0
247,2020-11-27,42,15,23,80,52.5,18.75,28.75,70,69,65,87.5,86.25,81.25,28,1,35.0,1.25,69,68,86.25,85.0,20,16,0,0,0,0,25.0,20.0,0.0,0.0,0.0,0.0
248,2020-11-30,9,16,55,80,11.25,20.0,68.75,65,69,62,81.25,86.25,77.5,16,1,20.0,1.25,70,64,87.5,80.0,7,4,0,1,1,0,8.75,5.0,0.0,1.25,1.25,0.0
249,2020-12-01,39,13,28,80,48.75,16.25,35.0,68,68,64,85.0,85.0,80.0,18,1,22.5,1.25,69,60,86.25,75.0,4,3,0,0,0,0,5.0,3.75,0.0,0.0,0.0,0.0
250,2020-12-02,18,21,41,80,22.5,26.25,51.25,63,67,62,78.75,83.75,77.5,15,1,18.75,1.25,69,59,86.25,73.75,11,8,4,0,0,0,13.75,10.0,5.0,0.0,0.0,0.0
251,2020-12-03,54,18,8,80,67.5,22.5,10.0,67,69,66,83.75,86.25,82.5,20,1,25.0,1.25,69,52,86.25,65.0,16,14,4,0,0,0,20.0,17.5,5.0,0.0,0.0,0.0
252,2020-12-04,34,17,29,80,42.5,21.25,36.25,68,69,67,85.0,86.25,83.75,21,1,26.25,1.25,69,55,86.25,68.75,17,13,4,0,0,0,21.25,16.25,5.0,0.0,0.0,0.0
253,2020-12-08,47,14,19,80,58.75,17.5,23.75,70,70,69,87.5,87.5,86.25,27,1,33.75,1.25,72,55,90.0,68.75,18,16,5,0,0,0,22.5,20.0,6.25,0.0,0.0,0.0
254,2020-12-09,24,10,46,80,30.0,12.5,57.5,67,72,69,83.75,90.0,86.25,23,1,28.75,1.25,72,55,90.0,68.75,19,17,3,1,0,0,23.75,21.25,3.75,1.25,0.0,0.0
255,2020-12-14,36,13,31,80,45.0,16.25,38.75,65,72,69,81.25,90.0,86.25,25,2,31.25,2.5,73,50,91.25,62.5,18,16,6,1,0,0,22.5,20.0,7.5,1.25,0.0,0.0
256,2020-12-15,36,21,23,80,45.0,26.25,28.75,64,71,70,80.0,88.75,87.5,26,2,32.5,2.5,73,49,91.25,61.25,11,10,4,2,1,0,13.75,12.5,5.0,2.5,1.25,0.0
257,2020-12-16,41,16,23,80,51.25,20.0,28.75,67,70,71,83.75,87.5,88.75,31,1,38.75,1.25,73,50,91.25,62.5,22,19,6,2,2,0,27.5,23.75,7.5,2.5,2.5,0.0
258,2020-12-17,38,19,23,80,47.5,23.75,28.75,66,71,73,82.5,88.75,91.25,32,1,40.0,1.25,73,50,91.25,62.5,17,16,3,1,0,0,21.25,20.0,3.75,1.25,0.0,0.0
259,2020-12-18,25,15,40,80,31.25,18.75,50.0,65,71,74,81.25,88.75,92.5,25,1,31.25,1.25,73,51,91.25,63.75,17,17,7,0,0,0,21.25,21.25,8.75,0.0,0.0,0.0
260,2020-12-21,0,2,78,80,0.0,2.5,97.5,24,55,65,30.0,68.75,81.25,2,3,2.5,3.75,69,29,86.25,36.25,3,2,2,18,3,0,3.75,2.5,2.5,22.5,3.75,0.0
261,2020-12-22,64,10,6,80,80.0,12.5,7.5,30,59,66,37.5,73.75,82.5,3,1,3.75,1.25,66,16,82.5,20.0,1,1,1,16,3,0,1.25,1.25,1.25,20.0,3.75,0.0
262,2020-12-23,25,8,47,80,31.25,10.0,58.75,31,58,66,38.75,72.5,82.5,2,2,2.5,2.5,63,13,78.75,16.25,5,5,3,1,0,0,6.25,6.25,3.75,1.25,0.0,0.0
263,2020-12-24,59,12,9,80,73.75,15.0,11.25,31,60,66,38.75,75.0,82.5,5,1,6.25,1.25,60,14,75.0,17.5,5,5,3,4,1,0,6.25,6.25,3.75,5.0,1.25,0.0
264,2020-12-25,49,17,14,80,61.25,21.25,17.5,38,65,67,47.5,81.25,83.75,8,1,10.0,1.25,59,16,73.75,20.0,8,6,5,0,0,0,10.0,7.5,6.25,0.0,0.0,0.0
265,2020-12-28,11,7,62,80,13.75,8.75,77.5,26,60,67,32.5,75.0,83.75,4,1,5.0,1.25,58,18,72.5,22.5,9,8,6,2,0,0,11.25,10.0,7.5,2.5,0.0,0.0
266,2020-12-29,41,18,21,80,51.25,22.5,26.25,31,58,67,38.75,72.5,83.75,5,1,6.25,1.25,55,19,68.75,23.75,0,0,0,3,0,0,0.0,0.0,0.0,3.75,0.0,0.0
267,2020-12-30,8,17,55,80,10.0,21.25,68.75,23,57,66,28.75,71.25,82.5,1,1,1.25,1.25,53,16,66.25,20.0,1,1,1,5,1,0,1.25,1.25,1.25,6.25,1.25,0.0
268,2021-01-04,45,15,39,99,45.45454545454545,15.151515151515152,39.39393939393939,32,72,90,32.323232323232325,72.72727272727273,90.9090909090909,5,0,5.05050505050505,0.0,66,23,66.66666666666667,23.232323232323232,5,5,3,15,3,0,5.05050505050505,5.05050505050505,3.0303030303030303,15.151515151515152,3.0303030303030303,0.0
269,2021-01-05,68,13,18,99,68.68686868686869,13.131313131313131,18.181818181818183,47,77,91,47.474747474747474,77.77777777777777,91.91919191919192,5,0,5.05050505050505,0.0,66,28,66.66666666666667,28.282828282828284,9,8,5,1,0,0,9.090909090909092,8.080808080808081,5.05050505050505,1.0101010101010102,0.0,0.0
270,2021-01-06,38,18,43,99,38.38383838383838,18.181818181818183,43.43434343434343,50,75,90,50.505050505050505,75.75757575757575,90.9090909090909,5,0,5.05050505050505,0.0,67,29,67.67676767676768,29.292929292929294,13,11,8,0,0,0,13.131313131313131,11.11111111111111,8.080808080808081,0.0,0.0,0.0
271,2021-01-07,62,19,18,99,62.62626262626262,19.19191919191919,18.181818181818183,62,80,92,62.62626262626262,80.8080808080808,92.92929292929293,8,0,8.080808080808081,0.0,69,38,69.6969696969697,38.38383838383838,11,8,6,0,0,0,11.11111111111111,8.080808080808081,6.0606060606060606,0.0,0.0,0.0
272,2021-01-08,35,12,52,99,35.35353535353536,12.121212121212121,52.525252525252526,58,79,92,58.58585858585859,79.79797979797979,92.92929292929293,5,0,5.05050505050505,0.0,72,39,72.72727272727273,39.39393939393939,10,5,4,3,0,0,10.1010101010101,5.05050505050505,4.040404040404041,3.0303030303030303,0.0,0.0
273,2021-01-11,48,16,35,99,48.484848484848484,16.161616161616163,35.35353535353536,60,83,93,60.60606060606061,83.83838383838383,93.93939393939394,14,0,14.141414141414142,0.0,76,41,76.76767676767676,41.41414141414141,15,12,6,1,0,0,15.151515151515152,12.121212121212121,6.0606060606060606,1.0101010101010102,0.0,0.0
274,2021-01-12,41,26,32,99,41.41414141414141,26.262626262626263,32.323232323232325,64,81,93,64.64646464646465,81.81818181818181,93.93939393939394,12,0,12.121212121212121,0.0,76,45,76.76767676767676,45.45454545454545,10,8,5,0,0,0,10.1010101010101,8.080808080808081,5.05050505050505,0.0,0.0,0.0
275,2021-01-13,37,19,43,99,37.37373737373738,19.19191919191919,43.43434343434343,67,84,93,67.67676767676768,84.84848484848484,93.93939393939394,8,0,8.080808080808081,0.0,76,45,76.76767676767676,45.45454545454545,8,5,2,1,0,0,8.080808080808081,5.05050505050505,2.0202020202020203,1.0101010101010102,0.0,0.0
276,2021-01-14,41,20,38,99,41.41414141414141,20.2020202020202,38.38383838383838,74,87,93,74.74747474747475,87.87878787878788,93.93939393939394,8,0,8.080808080808081,0.0,79,50,79.79797979797979,50.505050505050505,10,6,4,0,0,0,10.1010101010101,6.0606060606060606,4.040404040404041,0.0,0.0,0.0
277,2021-01-15,19,25,55,99,19.19191919191919,25.252525252525253,55.55555555555556,71,83,93,71.71717171717172,83.83838383838383,93.93939393939394,7,0,7.070707070707071,0.0,80,46,80.8080808080808,46.464646464646464,6,4,2,1,0,0,6.0606060606060606,4.040404040404041,2.0202020202020203,1.0101010101010102,0.0,0.0
278,2021-01-18,38,15,46,99,38.38383838383838,15.151515151515152,46.464646464646464,70,86,91,70.70707070707071,86.86868686868686,91.91919191919192,8,0,8.080808080808081,0.0,81,45,81.81818181818181,45.45454545454545,10,8,5,2,0,0,10.1010101010101,8.080808080808081,5.05050505050505,2.0202020202020203,0.0,0.0
279,2021-01-19,42,17,40,99,42.42424242424242,17.171717171717173,40.4040404040404,71,86,92,71.71717171717172,86.86868686868686,92.92929292929293,10,0,10.1010101010101,0.0,82,48,82.82828282828282,48.484848484848484,15,12,9,1,0,0,15.151515151515152,12.121212121212121,9.090909090909092,1.0101010101010102,0.0,0.0
280,2021-01-20,28,22,49,99,28.282828282828284,22.22222222222222,49.494949494949495,71,86,92,71.71717171717172,86.86868686868686,92.92929292929293,8,0,8.080808080808081,0.0,83,46,83.83838383838383,46.464646464646464,10,8,5,1,1,0,10.1010101010101,8.080808080808081,5.05050505050505,1.0101010101010102,1.0101010101010102,0.0
281,2021-01-21,34,25,40,99,34.343434343434346,25.252525252525253,40.4040404040404,67,85,93,67.67676767676768,85.85858585858585,93.93939393939394,4,1,4.040404040404041,1.0101010101010102,83,44,83.83838383838383,44.44444444444444,8,6,3,0,0,0,8.080808080808081,6.0606060606060606,3.0303030303030303,0.0,0.0,0.0
282,2021-01-22,15,15,69,99,15.151515151515152,15.151515151515152,69.6969696969697,55,82,91,55.55555555555556,82.82828282828282,91.91919191919192,2,1,2.0202020202020203,1.0101010101010102,80,43,80.8080808080808,43.43434343434343,5,2,1,5,1,0,5.05050505050505,2.0202020202020203,1.0101010101010102,5.05050505050505,1.0101010101010102,0.0
283,2021-01-25,34,26,39,99,34.343434343434346,26.262626262626263,39.39393939393939,51,82,91,51.515151515151516,82.82828282828282,91.91919191919192,5,1,5.05050505050505,1.0101010101010102,78,35,78.78787878787878,35.35353535353536,8,3,2,6,2,0,8.080808080808081,3.0303030303030303,2.0202020202020203,6.0606060606060606,2.0202020202020203,0.0
284,2021-01-26,45,19,35,99,45.45454545454545,19.19191919191919,35.35353535353536,55,83,91,55.55555555555556,83.83838383838383,91.91919191919192,4,0,4.040404040404041,0.0,78,34,78.78787878787878,34.343434343434346,7,4,3,2,0,0,7.070707070707071,4.040404040404041,3.0303030303030303,2.0202020202020203,0.0,0.0
285,2021-01-27,38,19,42,99,38.38383838383838,19.19191919191919,42.42424242424242,59,81,92,59.5959595959596,81.81818181818181,92.92929292929293,4,1,4.040404040404041,1.0101010101010102,76,34,76.76767676767676,34.343434343434346,6,4,2,3,2,0,6.0606060606060606,4.040404040404041,2.0202020202020203,3.0303030303030303,2.0202020202020203,0.0
286,2021-01-28,11,8,80,99,11.11111111111111,8.080808080808081,80.8080808080808,36,77,88,36.36363636363637,77.77777777777777,88.88888888888889,5,1,5.05050505050505,1.0101010101010102,73,24,73.73737373737374,24.242424242424242,8,6,4,4,0,0,8.080808080808081,6.0606060606060606,4.040404040404041,4.040404040404041,0.0,0.0
287,2021-01-29,49,20,30,99,49.494949494949495,20.2020202020202,30.303030303030305,44,77,89,44.44444444444444,77.77777777777777,89.8989898989899,5,1,5.05050505050505,1.0101010101010102,71,27,71.71717171717172,27.272727272727273,8,6,5,11,2,0,8.080808080808081,6.0606060606060606,5.05050505050505,11.11111111111111,2.0202020202020203,0.0
288,2021-02-01,53,19,27,99,53.535353535353536,19.19191919191919,27.272727272727273,49,80,87,49.494949494949495,80.8080808080808,87.87878787878788,8,1,8.080808080808081,1.0101010101010102,71,28,71.71717171717172,28.282828282828284,6,5,5,4,0,0,6.0606060606060606,5.05050505050505,5.05050505050505,4.040404040404041,0.0,0.0
289,2021-02-02,50,15,34,99,50.505050505050505,15.151515151515152,34.343434343434346,53,77,88,53.535353535353536,77.77777777777777,88.88888888888889,5,1,5.05050505050505,1.0101010101010102,70,26,70.70707070707071,26.262626262626263,10,7,5,0,0,0,10.1010101010101,7.070707070707071,5.05050505050505,0.0,0.0,0.0
290,2021-02-03,47,18,34,99,47.474747474747474,18.181818181818183,34.343434343434346,55,80,90,55.55555555555556,80.8080808080808,90.9090909090909,8,1,8.080808080808081,1.0101010101010102,68,31,68.68686868686869,31.31313131313131,9,7,7,1,0,0,9.090909090909092,7.070707070707071,7.070707070707071,1.0101010101010102,0.0,0.0
291,2021-02-04,35,29,35,99,35.35353535353536,29.292929292929294,35.35353535353536,58,81,90,58.58585858585859,81.81818181818181,90.9090909090909,7,1,7.070707070707071,1.0101010101010102,69,37,69.6969696969697,37.37373737373738,12,10,9,1,0,0,12.121212121212121,10.1010101010101,9.090909090909092,1.0101010101010102,0.0,0.0
292,2021-02-05,55,21,23,99,55.55555555555556,21.21212121212121,23.232323232323232,62,81,90,62.62626262626262,81.81818181818181,90.9090909090909,8,1,8.080808080808081,1.0101010101010102,70,48,70.70707070707071,48.484848484848484,7,6,3,3,1,0,7.070707070707071,6.0606060606060606,3.0303030303030303,3.0303030303030303,1.0101010101010102,0.0
293,2021-02-08,54,18,27,99,54.54545454545455,18.181818181818183,27.272727272727273,72,81,90,72.72727272727273,81.81818181818181,90.9090909090909,8,1,8.080808080808081,1.0101010101010102,73,54,73.73737373737374,54.54545454545455,11,4,2,2,0,0,11.11111111111111,4.040404040404041,2.0202020202020203,2.0202020202020203,0.0,0.0
294,2021-02-09,44,23,32,99,44.44444444444444,23.232323232323232,32.323232323232325,80,84,90,80.8080808080808,84.84848484848484,90.9090909090909,9,1,9.090909090909092,1.0101010101010102,76,56,76.76767676767676,56.56565656565657,10,6,3,2,1,0,10.1010101010101,6.0606060606060606,3.0303030303030303,2.0202020202020203,1.0101010101010102,0.0
295,2021-02-10,34,22,43,99,34.343434343434346,22.22222222222222,43.43434343434343,80,84,90,80.8080808080808,84.84848484848484,90.9090909090909,9,1,9.090909090909092,1.0101010101010102,79,59,79.79797979797979,59.5959595959596,14,10,6,1,0,0,14.141414141414142,10.1010101010101,6.0606060606060606,1.0101010101010102,0.0,0.0
296,2021-02-11,35,29,35,99,35.35353535353536,29.292929292929294,35.35353535353536,76,84,90,76.76767676767676,84.84848484848484,90.9090909090909,7,1,7.070707070707071,1.0101010101010102,82,60,82.82828282828282,60.60606060606061,7,5,3,1,1,0,7.070707070707071,5.05050505050505,3.0303030303030303,1.0101010101010102,1.0101010101010102,0.0
297,2021-02-15,37,28,34,99,37.37373737373738,28.282828282828284,34.343434343434346,75,85,90,75.75757575757575,85.85858585858585,90.9090909090909,12,1,12.121212121212121,1.0101010101010102,83,65,83.83838383838383,65.65656565656566,10,5,4,2,1,0,10.1010101010101,5.05050505050505,4.040404040404041,2.0202020202020203,1.0101010101010102,0.0
298,2021-02-16,36,18,45,99,36.36363636363637,18.181818181818183,45.45454545454545,73,83,89,73.73737373737374,83.83838383838383,89.8989898989899,8,1,8.080808080808081,1.0101010101010102,83,61,83.83838383838383,61.61616161616162,17,9,8,2,1,0,17.171717171717173,9.090909090909092,8.080808080808081,2.0202020202020203,1.0101010101010102,0.0
299,2021-02-17,36,18,45,99,36.36363636363637,18.181818181818183,45.45454545454545,68,81,88,68.68686868686869,81.81818181818181,88.88888888888889,11,1,11.11111111111111,1.0101010101010102,82,53,82.82828282828282,53.535353535353536,17,11,8,3,0,0,17.171717171717173,11.11111111111111,8.080808080808081,3.0303030303030303,0.0,0.0
